generation;sosa;id;prenom;nom;sexe;source;nb_infos;nb_evenements;nb_sources;nb_parents;forme_parents;parents_mariage_date;parents_mariage_lieu;profession;sous_titre;titre_noblesse;note_titre_noblesse;nb_notes;nb_notes_longues;infos;nb_err;GeneanetSpider 1.0.13 08/09/2023 à 01:00
6;56;@I00012@;Vittorio;Spiteri;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=vittorio&n=spiteri;2;0;1;2;forme2;23 février 1685;"";"";"";"";"";2;0;"- Né vers 1655 - Xewkija,Gozo,MALTA -
- Décédé
@todo note 'Union avec Gioannella Mercieca' de Vittorio Spiteri à analyser : 'Adresse: Victoria, Malta, Victoria, Malta'";0;
7;118;@I00017@;Giulio;Bigeni;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giulio&n=bigeni;0;0;0;2;forme2;13 septembre 1648;"";"";"";"";"";2;0;"@todo note 'Union avec Ignazia Xerri' de Giulio Bigeni à analyser : 'Adresse: Victoria, Malta, Victoria, Malta'";0;
7;113;@I00014@;Caterina;Busuttil;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=caterina&n=busuttil;2;0;1;2;forme2;27 août 1644;"La Matrice - Victoria, Malta,";"";"";"";"";1;0;"- Née vers 1623
- Décédée";0;
7;119;@I00015@;Ignazia;Xerri;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=ignazia&n=xerri;0;0;0;2;forme2;13 septembre 1648;"";"";"";"";"";2;1;"@todo note 'Union avec Giulio Bigeni' de Ignazia Xerri à analyser : 'Adresse: Victoria, Malta, Victoria, Malta'";0;
7;112;@I00016@;Domenico;Spiteri;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=domenico&n=spiteri;2;0;1;2;forme2;27 août 1644;"La Matrice - Victoria, Malta,";"";"";"";"";2;0;"- Né le 24 septembre 1622
- Décédé";0;
8;237;@I00018@;Margarita;Micallef;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=margarita&n=micallef&oc=1;0;0;0;0;;8 octobre 1610;"";"";"";"";"";2;0;"@todo note 'Union avec Girolamo Bigeni' de Margarita Micallef à analyser : 'Adresse: Victoria, Malta, Victoria, Malta'";0;
8;238;@I00021@;Salvatore;Xerri;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=salvatore&n=xerri;0;0;1;0;;10 octobre 1618;"La Matrice - Victoria, Malta,";"";"";"Salvatore";"";1;0;"- surnom: Salvatore Xerri Salvo
- titre: Salvatore";0;
8;224;@I00019@;Francesco;Spiteri;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=francesco&n=spiteri&oc=3;2;0;1;2;forme2;15 octobre 1618;"";"";"";"Francesco";"";3;0;"- surnom: Francesco Spiteri Francesco
- Né en 1598
- Décédé
- titre: Francesco
@todo note 'Union avec Antonia Giacoma Xara' de Francesco Spiteri à analyser : 'Adresse: Victoria, Malta, Victoria, Malta'";0;
8;236;@I00020@;Girolamo;Bigeni;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=girolamo&n=bigeni;2;0;0;2;forme2;25 août 1640;"La Matrice - Victoria, Malta,";"";"";"Girolamo";"";3;0;"- surnom: Girolamo Bigeni Girolamo
- Né en 1592
- Décédé
- titre: Girolamo
@todo note 'Union avec Margarita Micallef' de Girolamo Bigeni à analyser : 'Adresse: Victoria, Malta, Victoria, Malta'";0;
8;226;@I00022@;Bernardo;Busuttil;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=bernardo&n=busuttil;2;0;1;2;forme2;20 octobre 1624;"Lia-Lija-Malta,MALTA -,";"";"";"Bernardo";"";1;0;"- surnom: Bernardo Busuttil Berto
- Né vers 1600
- Décédé
- titre: Bernardo";0;
8;225;@I00023@;Antonia Giacoma;Xara;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=antonia+giacoma&n=xara;3;0;1;2;forme2;15 octobre 1618;"";"";"";"Antonia Giacoma";"";4;0;"- surnom: Antonia Giacoma Xara Antonella
- Née le 19 janvier 1603
- Baptisée le 19 mars 1603 - Cathedral of the Assumption - Victoria, Malta
- Décédée
- titre: Antonia Giacoma
@todo note 'Union avec Francesco Spiteri' de Antonia Giacoma Xara à analyser : 'Adresse: Victoria, Malta, Victoria, Malta'";0;
8;239;@I00024@;Laurea;Refalo;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=laurea&n=refalo;0;0;1;2;forme2;10 octobre 1618;"La Matrice - Victoria, Malta,";"";"";"Laurea";"";1;0;"- surnom: Laurea Refalo Lauria
- titre: Laurea";0;
8;227;@I00025@;Paolica;Muscat;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=paolica&n=muscat;2;0;0;2;forme2;20 octobre 1624;"Lia-Lija-Malta,MALTA -,";"";"";"Paolica";"";1;0;"- surnom: Paolica Muscat Paulina
- Née vers 1605
- Décédée
- titre: Paolica";0;
9;472;@I00026@;Leonardo;Bigeni;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=leonardo&n=bigeni;2;0;0;2;forme2;1570;"";"";"";"";"";2;0;"- Né en 1545
- Décédé
@todo note 'Union avec Gioannella Seychel' de Leonardo Bigeni à analyser : 'Adresse: Haz-Zebbug, Malta, Haz-Zebbug, Malta'";0;
9;448;@I00027@;Gaspare Natale;Spiteri;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=gaspare+natale&n=spiteri;0;0;1;2;forme2;22 juillet 1594;"La Matrice - Victoria, Malta,";"";"";"Gaspare Natale";"";1;1;"- surnom: Gaspare Natale Spiteri Caspano
- titre: Gaspare Natale";0;
9;473;@I00028@;Gioannella;Seychel;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=gioannella&n=seychel;0;0;0;0;;1570;"";"";"";"";"";2;0;"@todo note 'Union avec Leonardo Bigeni' de Gioannella Seychel à analyser : 'Adresse: Haz-Zebbug, Malta, Haz-Zebbug, Malta'";0;
9;449;@I00029@;Satunia Agata;Fantino;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=satunia+agata&n=fantino;3;0;1;2;forme2;22 juillet 1594;"La Matrice - Victoria, Malta,";"";"";"Satunia Agata";"";2;0;"- surnom: Satunia Agata Fantino Gatuzzia
- Née le 20 octobre 1573
- Décédée le 2 novembre 1618, à l'âge de 45 ans
- Inhumée le 2 novembre 1618 - La Matrice - Victoria, Malta
- titre: Satunia Agata";0;
9;452;@I00030@;Mariano;Busuttil;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=mariano&n=busuttil;1;0;0;0;;1583;"Mosta,MALTA -,";"Arbitante of Gozo";"";"Mariano";"";2;0;"- surnom: Mariano Busuttil De Mosta
- Arbitante of Gozo
- titre: Mariano";0;
9;455;@I00031@;Geronima;AXAC;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=geronima&n=axac;0;0;0;0;;15 juin 1611;"Victoria-Rabat,Gozo,MALTA,La Matrice -,";"";"";"Nobile";"";1;0;"- titre: Nobile";0;
9;478;@I00033@;Giacomo;Refalo;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giacomo&n=refalo;0;0;0;2;forme2;;"";"";"";"Giacomo";"";1;0;"- surnom: Giacomo Refalo Giacchi
- titre: Giacomo";0;
9;453;@I00035@;Catarina;Bonnici;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=catarina&n=bonnici;0;0;0;2;forme2;1583;"Mosta,MALTA -,";"";"";"";"";1;0;"";0;
9;454;@I00032@;Nicolao;ABELA;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=nicolao&n=abela;0;0;0;2;forme2;15 juin 1611;"Victoria-Rabat,Gozo,MALTA,La Matrice -,";"";"";"";"";1;0;"";0;
9;450;@I00034@;Giovanni Giacomo;Xara;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giovanni+giacomo&n=xara;0;0;0;2;forme2;21 août 1601;"";"";"";"Nobile";"";2;1;"- titre: Nobile
@todo note 'Union avec Cornelia Spiteri' de Giovanni Giacomo Xara à analyser : 'Adresse: Haz-Zebbug, Malta, Haz-Zebbug, Malta'";0;
9;479;@I00036@;Margarita;Refalo;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=margarita&n=refalo;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
9;451;@I00037@;Cornelia;Spiteri;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=cornelia&n=spiteri;0;0;0;2;forme2;21 août 1601;"";"";"";"";"";2;0;"@todo note 'Union avec Giovanni Giacomo Xara' de Cornelia Spiteri à analyser : 'Adresse: Haz-Zebbug, Malta, Haz-Zebbug, Malta'";0;
10;945;@I00039@;Giovanna;di Bologna;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giovanna&n=di+bologna;1;0;0;0;;vers 1575;"";"";"";"";"";2;0;"- Née - Gozo -
@todo note 'Union avec Stephanus Gioeni' de Giovanna di Bologna à analyser : 'Adresse: Palermo, Sicily Italy, Palermo, Sicily, Italy'";0;
10;896;@I00038@;Maruzzo Ferrando;Spiteri;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=maruzzo+ferrando&n=spiteri;0;0;1;2;forme2;1569;"";"";"";"Maruzzo Ferrando";"";2;0;"- surnom: Maruzzo Ferrando Spiteri Ferdinando
- titre: Maruzzo Ferrando
@todo note 'Union avec Lucrezia De Laimo' de Maruzzo Ferrando Spiteri à analyser : 'Adresse: Mdina, Malta, Mdina, Malta'";0;
10;944;@I00040@;Stephanus;Gioeni;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=stephanus&n=gioeni;2;0;0;2;forme2;vers 1575;"";"";"";"Stephanus";"";3;1;"- surnom: Stephanus Gioeni Stephanus of Sicily
- Né vers 1513
- Décédé - Malta -
- titre: Stephanus
@todo note 'Union avec Giovanna di Bologna' de Stephanus Gioeni à analyser : 'Adresse: Palermo, Sicily Italy, Palermo, Sicily, Italy'
@todo Anomalies détectées sur Stephanus Gioeni. Vérifier la source.";1;
10;897;@I00041@;Lucrezia;De Laimo;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=lucrezia&n=de+laimo;0;0;1;2;forme2;1569;"";"";"";"Lucrezia";"";2;0;"- surnom: Lucrezia De Laimo Grazia
- titre: Lucrezia
@todo note 'Union avec Maruzzo Ferrando Spiteri' de Lucrezia De Laimo à analyser : 'Adresse: Mdina, Malta, Mdina, Malta'";0;
10;898;@I00042@;Francesco;Fantino;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=francesco&n=fantino;4;0;1;2;forme2;;"";"10th Barone di Musebi";"";"Francesco";"";2;0;"- surnom: Francesco Fantino Fangio
- Né en 1545
- Décédé en 1597, à l'âge de 52 ans
- Inhumé le 14 novembre 1597
- 10th Barone di Musebi
- titre: Francesco";0;
10;899;@I00043@;Caterina;Baglio;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=caterina&n=baglio;2;0;1;2;forme2;;"";"";"";"";"";1;0;"- Née après 1545
- Décédée";0;
10;907;@I00045@;Angela;Calleja;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=angela&n=calleja;2;0;0;2;forme2;16 septembre 1559;"Naxxar,MALTA,our lady -,";"";"";"";"";1;0;"- Née en 1542
- Décédée en 1618, à l'âge de 76 ans";0;
10;957;@I00050@;Agata;Casha;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=agata&n=casha;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
10;908;@I00051@;Gusmano;Abela;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=gusmano&n=abela;0;0;1;2;forme2;1er novembre 1573;"";"";"";"Gusmano";"";2;0;"- surnom: Gusmano Abela Cusmano
- titre: Gusmano
@todo note 'Union avec Enziona Caruana' de Gusmano Abela à analyser : 'Adresse: Zurrieq, Malta, Zurrieq, Malta'
Sources : - 03 JAN 2022 - Birth Surname";0;
10;909;@I00044@;Enziona;Caruana;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=enziona&n=caruana;0;0;0;2;forme2;1er novembre 1573;"";"";"";"";"";2;0;"@todo note 'Union avec Gusmano Abela' de Enziona Caruana à analyser : 'Adresse: Zurrieq, Malta, Zurrieq, Malta'";0;
10;906;@I00046@;Giacomo Giacomo Damiano;Bonnici;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giacomo+giacomo+damiano&n=bonnici;2;0;0;2;forme2;16 septembre 1559;"Naxxar,MALTA,our lady -,";"";"";"";"";1;0;"- Né avant 1542 - Zurrieq,MALTA -
- Décédé vers 16 juin 1587";0;
10;901;@I00047@;Vincenza;Xerri;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=vincenza&n=xerri;2;0;0;2;forme2;1573;"";"";"";"";"";2;0;"- Née en 1529
- Décédée le 25 juin 1582, à l'âge de 53 ans
@todo note 'Union avec Giovanni Francesco Castelletti' de Vincenza Xerri à analyser : 'Adresse: Mdina, Malta, Mdina, Malta'";0;
10;900;@I00048@;Giovanni;Xara;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giovanni&n=xara;1;0;0;2;forme2;22 janvier 1542;"";"";"";"";"";1;0;"- Décédé en 1562";0;
10;956;@I00049@;Matteo;Refalo;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=matteo&n=refalo;2;0;0;2;forme2;;"";"";"";"";"";1;1;"- Né en 1534 - Gozo - Malta
- Décédé";0;
11;1795;@I00053@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50072;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
11;1794;@I00055@;Antonino;De Laimo;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=antonino&n=de+laimo;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
11;1792;@I00056@;Giovanni;Spiteri;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giovanni&n=spiteri&oc=11;0;0;0;2;forme2;;"";"";"";"";"";1;0;"";0;
11;1793;@I00057@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50071;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
10;902;@I00059@;Agostino;Spiteri;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=agostino&n=spiteri;2;0;0;0;;;"";"";"";"";"";2;0;"- Décédé en 1621
- Inhumé le 3 décembre 1621 - La Matrice - Victoria, Malta";0;
11;1797;@I00060@;Caterina;De Marino;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=caterina&n=de+marino;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
11;1889;@I00061@;Mattea;Gioeni;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=mattea&n=gioeni;0;0;0;0;;;"";"";"";"Mattea";"";2;0;"- surnom: Mattea Gioeni Mattia
- titre: Mattea";0;
11;1796;@I00052@;Salvatore;Fantino;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=salvatore&n=fantino;0;0;0;2;forme2;;"";"";"";"Salvatore";"";1;0;"- surnom: Salvatore Fantino Salvo
- titre: Salvatore";0;
11;1888;@I00054@;Andrea;Gioeni;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=andrea&n=gioeni;2;0;0;2;forme2;;"";"";"Barone Andrea Gioeni di Messina";"";"";2;0;"- Né en 1522
- Décédé
@todo Anomalies détectées sur Andrea Gioeni. Vérifier la source.";1;
10;903;@I00058@;Laurea;Frendo;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=laurea&n=frendo;2;0;0;2;forme2;;"";"";"";"Laurea";"";2;0;"- surnom: Laurea Frendo Laurica
- Décédée en 1632
- Inhumée le 11 octobre 1632 - La Matrice - Victoria, Malta
- titre: Laurea";0;
11;1799;@I00062@;Agnese;Cassia;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=agnese&n=cassia;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
11;1798;@I00063@;Sigismondo;Baglio;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=sigismondo&n=baglio;2;0;0;0;;;"";"";"";"";"";1;0;"- Né en 1519
- Décédé";0;
11;1817;@I00064@;Giovanna;Abela;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giovanna&n=abela;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
11;1816;@I00065@;Diego;Abela;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=diego&n=abela;0;0;0;0;;;"";"";"";"Diego";"";1;0;"- surnom: Diego Abela Didaco
- titre: Diego";0;
11;1812;@I00070@;Marco;Bonnici;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=marco&n=bonnici;2;0;0;2;forme2;;"";"";"(Marco Bonnici Noble)";"";"";1;0;"- Né en 1523 - Gozo - Malta
- Décédé vers 17 septembre 1559, à l'âge d'environ 36 ans
@todo Anomalies détectées sur Marco Bonnici. Vérifier la source.";1;
11;1815;@I00071@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50073;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
11;1819;@I00072@;Caterina;x;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=caterina&n=x&oc=7478;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
11;1814;@I00073@;Giacomo;Calleja;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giacomo&n=calleja;2;0;0;0;;;"";"";"";"";"";1;0;"- Né en 1526
- Décédé en 1559, à l'âge de 33 ans";0;
11;1913;@I00074@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50091;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
11;1818;@I00075@;Andrea;Caruana;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=andrea&n=caruana;0;0;0;2;forme2;;"";"";"";"";"";2;0;"";0;
11;1813;@I00077@;Caterina;Zammit;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=caterina&n=zammit&oc=1;1;0;0;0;;;"";"";"";"";"";1;0;"- Née - Gozo - Malta";0;
11;1912;@I00066@;Giovanni;Refalo;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giovanni&n=refalo&oc=1;2;0;0;2;forme2;;"";"";"";"";"";1;1;"- Né le 21 janvier 1520
- Décédé vers 1582, à l'âge d'environ 62 ans";0;
11;1801;@I00067@;Agata;Cassia;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=agata&n=cassia;2;0;0;2;forme2;1526;"";"";"";"";"";1;0;"- Née en 1511
- Décédée
@todo Anomalies détectées sur Agata Cassia. Vérifier la source.";1;
11;1800;@I00068@;Niccolo;Xara;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=niccolo&n=xara;3;0;1;2;forme2;1526;"";"Judge";"(Niccolo Xara Jr)";"";"";1;0;"- surnom: Niccolo Xara Junior
- Né en 1506
- Décédé en 1552, à l'âge de 46 ans
- Judge
@todo Anomalies détectées sur Niccolo Xara. Vérifier la source.";1;
11;1802;@I00069@;Gregorio;Xerri;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=gregorio&n=xerri;1;0;0;2;forme2;1535;"";"Doctor of Canon and Civil Law";"(Gregorio Xerri Sr.)";"";"";1;1;"- Doctor of Canon and Civil Law";0;
11;1803;@I00076@;Margarita;Xuereb;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=margarita&n=xuereb;0;0;0;2;forme2;;"";"";"";"Margarita";"";1;1;"- surnom: Margarita Xuereb Garita
- titre: Margarita";0;
12;3593;@I00078@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50088;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
11;1806;@I00079@;Leonardo;Frendo;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=leonardo&n=frendo;0;0;0;2;forme2;2 janvier 1558;"";"";"";"";"";2;0;"";0;
12;3585;@I00080@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50087;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
12;3584;@I00081@;Ferrando;Spiteri;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=ferrando&n=spiteri;2;0;0;2;forme2;;"";"";"";"";"";1;0;"- Né vers 1500
- Décédé";0;
12;3776;@I00082@;Giovanni;Gioeni;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giovanni&n=gioeni;2;0;0;2;forme2;1518;"";"";"(Giovanni Gioeni III)";"";"";1;0;"- Né en 1492
- Décédé";0;
12;3777;@I00083@;Beatrice;Gravina;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=beatrice&n=gravina;0;0;0;2;forme2;1518;"";"";"";"";"";1;0;"";0;
12;3592;@I00084@;Guglielmo;Fantino;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=guglielmo&n=fantino;1;0;0;2;forme2;;"";"Judge of the Gozitan Courts and 4th Baron of Musebi";"";"";"";1;1;"- Judge of the Gozitan Courts and 4th Baron of Musebi";0;
11;1807;@I00085@;Giacoma;Muscat;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giacoma&n=muscat;0;0;0;2;forme2;;"";"";"";"Giacoma";"";1;1;"- surnom: Giacoma Muscat Giacoma de Muscato
- titre: Giacoma";0;
12;3625;@I00087@;Caterina;N;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=caterina&n=n;1;0;0;0;;;"";"";"";"";"";1;0;"- Née - Gozo - Malta
@todo Anomalies détectées sur Caterina N. Vérifier la source.";1;
12;3637;@I00088@;Agnese;Caruana;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=agnese&n=caruana;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
12;3636;@I00089@;Leonardo;Caruana;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=leonardo&n=caruana;0;0;0;2;forme2;;"";"";"(Leonardo Caruana Sr.)";"";"";1;0;"";0;
12;3605;@I00090@;Agata;Pisani;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=agata&n=pisani;0;0;0;2;forme2;1539;"";"";"";"";"";1;0;"";0;
